#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
18866470_0_A1DJNUJZN8FE7N	Dreher does not speak for all Christians	Dreher represents most Christians	1	Dreher antics prove Christians don't want peace with the LGBT community which wants To live under laws <unk> democracy not religious dogma	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
19123595_374_A104V8NZIQFN2F	the system doesn't need To be changed	the system needs To be changed	0	The use <unk> A neutral appointment To denounce A political candidate is the real threat To the system	Supreme court justice cannot denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18244616_333_A34QZDSTKZ3JO9	there are too many people that think they know about the topic at hand And they really do	there are too many people that think they know about the topic at hand but they don't	0	Comments allow those with other knowledge To act as A balance And fact check the article	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18432416_588_A104V8NZIQFN2F	opioid training has A national standards	opioid training does not have A national standard yet	0	Doctors need To be held To nationwide educational standards To get And keep their licenses	Opioid training should be mandatory	Should Opioid Training for Doctors Be Mandatory	The American Medical Association says no but could it help stem the rise <unk> overdose deaths involving prescription drugs
18321217_295_A3PILUAB7LZGWQ	felons have A well honed sense <unk> integrity	felons have A twisted sense <unk> integrity	0	Many felons are not actually guilty And many guilty are not caught	Felons should be allowed To vote	Should Felons Ever Be Allowed To Vote	Laws disenfranchising felons in several states have had A disproportionate effect on african americans
18432416_588_AB98SGS280TY5	standards are not enforced by mandatory training	standards are <unk> by mandatory training	1	Doctors need To be held To nationwide educational standards To get And keep their licenses	Opioid training should be mandatory	Should Opioid Training for Doctors Be Mandatory	The American Medical Association says no but could it help stem the rise <unk> overdose deaths involving prescription drugs
18250883_239_A1I4CYG5YDFTYM	most sections don't lack moderating	most sections lack moderating And result in arguing And bullying	0	With good moderation useful And interesting discussions can be had	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18244013_335_APW9F8OTJ4KXO	many opinions especially those that are shared the most enthusiastically are informed And helpful	many opinions especially those that are shared the most enthusiastically are uninformed And harmful	0	Comment sections provide different views on opinion pieces	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18303085_64_A247LJDZOGXJK6	voting is not A right	voting is A right	1	Felons should not lose their rights for even A day	Felons should be allowed To vote	Should Felons Ever Be Allowed To Vote	Laws disenfranchising felons in several states have had A disproportionate effect on african americans
19587204_0_A34QZDSTKZ3JO9	health care will always be A market industry	health care will not always be A market industry	0	Health care is A market failure even if Health Insurance is still barely functioning	Obamacare is not sustainable	Is Obamacare Sustainable	Some insurance companies are pulling out <unk> certain <abbv> state health care exchanges
17412381_709_APW9F8OTJ4KXO	problems And shortcomings don't get blamed on the diagnosis	problems And shortcomings get blamed on the diagnosis And not properly worked on	0	If the ADHD children were undiagnosed And unmedicated I do not believe they would succeed in school	The <abbv> diagnosis is helping kids	Is the <abbv> Diagnosis Helping or Hurting Kids	Some say the criteria for medication And disability support is too subjective
18007465_275_A1DJNUJZN8FE7N	everybody hates someone with A Munchausen complex	everybody loves someone with A Munchausen complex	0	She had A Munchausen complex that made her use their deaths To aid in her spirituality	Mother Teresa should not be canonized	Should Mother Teresa Be canonized	Given questions about the type <unk> care the Catholic nun provided To the poor is Pope Francis right To make her A saint
18336742_156_A34QZDSTKZ3JO9	there are not many people with drug addictions	there are plenty <unk> people with drug addictions	0	If marijuana led To other drug use many more people would have serious drug addictions	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
